Date,Cases,Deaths,Daily cases,Daily deaths,Active cases (new),Active cases (old),Change in active cases,Recoveries (old),Recoveries (new)
15/2/2020,0,0,0,0,0,0,0,0,0
16/2/2020,0,0,0,0,0,0,0,0,0
17/2/2020,0,0,0,0,0,0,0,0,0
18/2/2020,0,0,0,0,0,0,0,0,0
19/2/2020,2,2,2,2,0,0,0,0,0
20/2/2020,5,2,3,0,3,3,0,0,0
21/2/2020,18,4,13,2,14,14,0,0,0
22/2/2020,29,6,11,2,23,23,0,0,0
23/2/2020,43,8,14,2,34,34,0,1,1
24/2/2020,61,12,18,4,46,46,0,3,3
25/2/2020,95,16,34,4,54,54,0,25,25
26/2/2020,139,19,44,3,95,95,0,25,25
27/2/2020,245,26,106,7,165,165,0,54,54
28/2/2020,388,34,143,8,281,281,0,73,73
29/2/2020,593,43,205,9,427,427,0,123,123
1/3/2020,978,54,385,11,749,749,0,175,175
2/3/2020,1501,66,523,12,1144,1144,0,291,291
3/3/2020,2336,77,835,11,1824,1824,0,435,435
4/3/2020,2922,92,586,15,2278,2278,0,552,552
5/3/2020,3513,108,591,16,2666,2666,0,739,739
6/3/2020,4747,124,1234,16,3710,3710,0,913,913
7/3/2020,5823,145,1076,21,4009,4009,0,1669,1669
8/3/2020,6566,194,743,49,4238,4238,0,2134,2134
9/3/2020,7161,237,595,43,4530,4530,0,2394,2394
10/3/2020,8042,291,881,54,5020,5020,0,2731,2731
11/3/2020,9000,354,958,63,5687,5687,0,2959,2959
12/3/2020,10075,429,1075,75,6370,6370,0,3276,3276
13/3/2020,11364,514,1289,85,7321,7321,0,3529,3529
14/3/2020,12729,611,1365,97,7779,7779,0,4339,4339
15/3/2020,13938,724,1209,113,8624,8624,0,4590,4590
16/3/2020,14991,853,1053,129,9142,9142,0,4996,4996
17/3/2020,16169,988,1178,135,9792,9792,0,5389,5389
18/3/2020,17361,1135,1192,147,10516,10516,0,5710,5710
19/3/2020,18407,1284,1046,149,11144,11144,0,5979,5979
20/3/2020,19644,1433,1237,149,11466,11466,0,6745,6745
21/3/2020,20610,1556,966,123,11419,11419,0,7635,7635
22/3/2020,21638,1685,1028,129,12040,12040,0,7913,7913
23/3/2020,23049,1812,1411,127,12861,12861,0,8376,8376
24/3/2020,24811,1934,1762,122,13964,13964,0,8913,8913
25/3/2020,27017,2077,2206,143,15315,15315,0,9625,9625
26/3/2020,29406,2234,2389,157,16715,16715,0,10457,10457
27/3/2020,32332,2378,2926,144,18821,18821,0,11133,11133
28/3/2020,35408,2517,3076,139,21212,21212,0,11679,11679
29/3/2020,38309,2640,2901,123,23278,23278,0,12391,12391
30/3/2020,41495,2757,3186,117,24827,24827,0,13911,13911
31/3/2020,44605,2898,3110,141,27051,27051,0,14656,14656
1/4/2020,47593,3036,2988,138,29084,29084,0,15473,15473
2/4/2020,50468,3160,2875,124,30597,30597,0,16711,16711
3/4/2020,53183,3294,2715,134,31954,31954,0,17935,17935
4/4/2020,55743,3452,2560,158,32555,32555,0,19736,19736
5/4/2020,58226,3603,2483,151,32612,32612,0,22011,22011
6/4/2020,60500,3739,2274,136,32525,32525,0,24236,24236
7/4/2020,62589,3872,2089,133,31678,31678,0,27039,27039
8/4/2020,64586,3993,1997,121,30781,30781,0,29812,29812
9/4/2020,66220,4110,1634,117,29801,29801,0,32309,32309
10/4/2020,68192,4232,1972,122,28495,28495,0,35465,35465
11/4/2020,70029,4357,1837,125,23725,23725,0,41947,41947
12/4/2020,71686,4474,1657,117,23318,23318,0,43894,43894
13/4/2020,73303,4585,1617,111,22735,22735,0,45983,45983
14/4/2020,74877,4683,1574,98,22065,22065,0,48129,48129
15/4/2020,76389,4777,1512,94,21679,21679,0,49933,49933
16/4/2020,77995,4869,1606,92,20897,20897,0,52229,52229
17/4/2020,79494,4958,1499,89,20472,20472,0,54064,54064
18/4/2020,80868,5031,1374,73,19850,19850,0,55987,55987
19/4/2020,82211,5118,1343,87,20070,20070,0,57023,57023
20/4/2020,83505,5209,1294,91,19023,19023,0,59273,59273
21/4/2020,84802,5297,1297,88,18540,18540,0,60965,60965
22/4/2020,85996,5391,1194,94,17492,17492,0,63113,63113
23/4/2020,87026,5481,1030,90,16702,16702,0,64843,64843
24/4/2020,88194,5574,1168,93,16021,16021,0,66599,66599
25/4/2020,89328,5650,1134,76,15485,15485,0,68193,68193
26/4/2020,90481,5710,1153,60,15114,15114,0,69657,69657
27/4/2020,91472,5806,991,96,14733,14733,0,70933,70933
28/4/2020,92584,5877,1112,71,14268,14268,0,72439,72439
29/4/2020,93657,5957,1073,80,13909,13909,0,73791,73791
30/4/2020,94640,6028,983,71,13509,13509,0,75103,75103
1/5/2020,95646,6091,1006,63,13237,13237,0,76318,76318
2/5/2020,96448,6156,802,65,12942,12942,0,77350,77350
3/5/2020,97424,6203,976,47,12799,12799,0,78422,78422
4/5/2020,98647,6277,1223,74,12991,12991,0,79379,79379
5/5/2020,99970,6340,1323,63,13155,13155,0,80475,80475
6/5/2020,101650,6418,1680,78,13645,13645,0,81587,81587
7/5/2020,103135,6486,1485,68,13905,13905,0,82744,82744
8/5/2020,104691,6541,1556,55,14313,14313,0,83837,83837
9/5/2020,106220,6589,1529,48,14567,14567,0,85064,85064
10/5/2020,107603,6640,1383,51,14820,14820,0,86143,86143
11/5/2020,109286,6685,1683,45,15179,15179,0,87422,87422
12/5/2020,110767,6733,1481,48,15677,15677,0,88357,88357
13/5/2020,112725,6783,1958,50,16514,16514,0,89428,89428
14/5/2020,114533,6854,1808,71,17140,17140,0,90539,90539
15/5/2020,116635,6902,2102,48,17897,17897,0,91836,91836
16/5/2020,118392,6937,1757,35,18308,18308,0,93147,93147
17/5/2020,120198,6988,1806,51,18746,18746,0,94464,94464
18/5/2020,122492,7057,2294,69,19774,19774,0,95661,95661
19/5/2020,124603,7119,2111,62,20311,20311,0,97173,97173
20/5/2020,126949,7183,2346,64,20958,20958,0,98808,98808
21/5/2020,129341,7249,2392,66,21528,21528,0,100564,100564
22/5/2020,131652,7300,2311,51,22076,22076,0,102276,102276
23/5/2020,133521,7359,1869,59,22090,22090,0,104072,104072
24/5/2020,135701,7417,2180,58,22483,22483,0,105801,105801
25/5/2020,137724,7451,2023,34,22560,22560,0,107713,107713
26/5/2020,139511,7508,1787,57,22566,22566,0,109437,109437
27/5/2020,141591,7564,2080,56,22851,22851,0,111176,111176
28/5/2020,143849,7627,2258,63,23234,23234,0,112988,112988
29/5/2020,146668,7677,2819,50,24060,24060,0,114931,114931
30/5/2020,148950,7734,2282,57,24389,24389,0,116827,116827
31/5/2020,151466,7797,2516,63,24821,24821,0,118848,118848
1/6/2020,154445,7878,2979,81,25563,25563,0,121004,121004
2/6/2020,157562,7942,3117,64,26543,26543,0,123077,123077
3/6/2020,160696,8012,3134,70,27478,27478,0,125206,125206
4/6/2020,164270,8071,3574,59,28714,28714,0,127485,127485
5/6/2020,167156,8134,2886,63,29281,29281,0,129741,129741
6/6/2020,169425,8209,2269,75,29178,29178,0,132038,132038
7/6/2020,171789,8281,2364,72,29159,29159,0,134349,134349
8/6/2020,173832,8351,2043,70,29121,29121,0,136360,136360
9/6/2020,175927,8425,2095,74,29045,29045,0,138457,138457
10/6/2020,177938,8506,2011,81,28842,28842,0,140590,140590
11/6/2020,180156,8584,2218,78,28909,28909,0,142663,142663
12/6/2020,182545,8659,2389,75,29237,29237,0,144649,144649
13/6/2020,184955,8730,2410,71,29477,29477,0,146748,146748
14/6/2020,187427,8837,2472,107,29916,29916,0,148674,148674
15/6/2020,189876,8950,2449,113,30336,30336,0,150590,150590
16/6/2020,192439,9065,2563,115,30699,30699,0,152675,152675
17/6/2020,195051,9185,2612,120,31054,31054,0,154812,154812
18/6/2020,197647,9272,2596,87,31384,31384,0,156991,156991
19/6/2020,200262,9392,2615,120,31678,31678,0,159192,159192
20/6/2020,202584,9507,2322,115,31693,31693,0,161384,161384
21/6/2020,204952,9623,2368,116,31738,31738,0,163591,163591
22/6/2020,207525,9742,2573,119,31356,31356,0,166427,166427
23/6/2020,209970,9863,2445,121,30947,30947,0,169160,169160
24/6/2020,212501,9996,2531,133,30409,30409,0,172096,172096
25/6/2020,215096,10130,2595,134,29863,29863,0,175103,175103
26/6/2020,217724,10239,2628,109,29633,29633,0,177852,177852
27/6/2020,220180,10364,2456,125,29155,29155,0,180661,180661
28/6/2020,222669,10508,2489,144,28851,28851,0,183310,183310
29/6/2020,225205,10670,2536,162,28355,28355,0,186180,186180
30/6/2020,227662,10817,2457,147,28087,28087,0,188758,188758
1/7/2020,230211,10958,2549,141,27766,27766,0,191487,191487
2/7/2020,232863,11106,2652,148,27659,27659,0,194098,194098
3/7/2020,235429,11260,2566,154,27723,27723,0,196446,196446
4/7/2020,237878,11408,2449,148,27521,27521,0,198949,198949
5/7/2020,240438,11571,2560,163,27537,27537,0,201330,201330
6/7/2020,243051,11731,2613,160,27237,27237,0,204083,204083
7/7/2020,245688,11931,2637,200,26757,26757,0,207000,207000
8/7/2020,248379,12084,2691,153,26832,26832,0,209463,209463
9/7/2020,250458,12305,2079,221,25977,25977,0,212176,212176
10/7/2020,252720,12447,2262,142,25258,25258,0,215015,215015
11/7/2020,255117,12635,2397,188,24816,24816,0,217666,217666
12/7/2020,257303,12829,2186,194,24481,24481,0,219993,219993
13/7/2020,259652,13032,2349,203,24081,24081,0,222539,222539
14/7/2020,262173,13211,2521,179,23692,23692,0,225270,225270
15/7/2020,264561,13410,2388,199,23590,23590,0,227561,227561
16/7/2020,267061,13608,2500,198,22845,22845,0,230608,230608
17/7/2020,269440,13791,2379,183,22776,22776,0,232873,232873
18/7/2020,271606,13979,2166,188,22327,22327,0,235300,235300
19/7/2020,273788,14188,2182,209,21812,21812,0,237788,237788
20/7/2020,276202,14405,2414,217,21710,21710,0,240087,240087
21/7/2020,278827,14634,2625,229,21842,21842,0,242351,242351
22/7/2020,281413,14853,2586,219,21720,21720,0,244840,244840
23/7/2020,284034,15074,2621,221,21730,21730,0,247230,247230
24/7/2020,286523,15289,2489,215,22022,22022,0,249212,249212
25/7/2020,288839,15484,2316,195,22036,22036,0,251319,251319
26/7/2020,291172,15700,2333,216,22259,22259,0,253213,253213
27/7/2020,293606,15912,2434,212,22550,22550,0,255144,255144
28/7/2020,296273,16147,2667,235,23107,23107,0,257019,257019
29/7/2020,298909,16343,2636,196,23450,23450,0,259116,259116
30/7/2020,301530,16569,2621,226,23761,23761,0,261200,261200
31/7/2020,304204,16766,2674,197,23919,23919,0,263519,263519
1/8/2020,306752,16982,2548,216,23940,23940,0,265830,265830
2/8/2020,309437,17190,2685,208,24145,24145,0,268102,268102
3/8/2020,312035,17405,2598,215,24402,24402,0,270228,270228
4/8/2020,314786,17617,2751,212,24634,24634,0,272535,272535
5/8/2020,317483,17802,2697,185,24749,24749,0,274932,274932
6/8/2020,320117,17976,2634,174,24678,24678,0,277463,277463
7/8/2020,322567,18132,2450,156,24711,24711,0,279724,279724
8/8/2020,324692,18264,2125,132,24306,24306,0,282122,282122
9/8/2020,326712,18427,2020,163,23914,23914,0,284371,284371
10/8/2020,328844,18616,2132,189,23586,23586,0,286642,286642
11/8/2020,331189,18800,2345,184,23769,23769,0,288620,288620
12/8/2020,333699,18988,2510,188,24467,24467,0,290244,290244
13/8/2020,336324,19162,2625,174,25104,25104,0,292058,292058
14/8/2020,338825,19331,2501,169,25683,25683,0,293811,293811
15/8/2020,341070,19492,2245,161,25948,25948,0,295630,295630
16/8/2020,343203,19639,2133,147,26078,26078,0,297486,297486
17/8/2020,345450,19804,2247,165,26489,26489,0,299157,299157
18/8/2020,347835,19972,2385,168,26982,26982,0,300881,300881
19/8/2020,350279,20125,2444,153,27626,27626,0,302528,302528
20/8/2020,352558,20264,2279,139,28058,28058,0,304236,304236
21/8/2020,354764,20376,2206,112,28522,28522,0,305866,305866
22/8/2020,356792,20502,2028,126,28588,28588,0,307702,307702
23/8/2020,358905,20643,2113,141,28798,28798,0,309464,309464
24/8/2020,361150,20776,2245,133,29009,29009,0,311365,311365
25/8/2020,363363,20901,2213,125,29404,29404,0,313058,313058
26/8/2020,365606,21020,2243,119,29716,29716,0,314870,314870
27/8/2020,367796,21137,2190,117,30021,30021,0,316638,316638
28/8/2020,369911,21249,2115,112,30392,30392,0,318270,318270
29/8/2020,371816,21359,1905,110,30610,30610,0,319847,319847
30/8/2020,373570,21462,1754,103,30687,30687,0,321421,321421
31/8/2020,375212,21571,1642,109,30408,30408,0,323233,323233
1/9/2020,376894,21672,1682,101,30098,30098,0,325124,325124
2/9/2020,378752,21797,1858,125,30154,30154,0,326801,326801
3/9/2020,380746,21926,1994,129,30225,30225,0,328595,328595
4/9/2020,382772,22044,2026,118,30420,30420,0,330308,330308
5/9/2020,384666,22154,1894,110,30381,30381,0,332131,332131
6/9/2020,386658,22293,1992,139,30465,30465,0,333900,333900
7/9/2020,388810,22410,2152,117,30828,30828,0,335572,335572
8/9/2020,391112,22542,2302,132,31156,31156,0,337414,337414
9/9/2020,393425,22669,2313,127,31645,31645,0,339111,339111
10/9/2020,395488,22798,2063,129,31848,31848,0,340842,340842
11/9/2020,397801,22913,2313,115,32349,32349,0,342539,342539
12/9/2020,399940,23029,2139,116,32395,32395,0,344516,344516
13/9/2020,402029,23157,2089,128,32630,32630,0,346242,346242
14/9/2020,404648,23313,2619,156,33322,33322,0,348013,348013
15/9/2020,407353,23453,2705,140,33916,33916,0,349984,349984
16/9/2020,410334,23632,2981,179,34683,34683,0,352019,352019
17/9/2020,413149,23808,2815,176,35493,35493,0,353848,353848
18/9/2020,416198,23952,3049,144,36741,36741,0,355505,355505
19/9/2020,419043,24118,2845,166,37293,37293,0,357632,357632
20/9/2020,422140,24301,3097,183,38269,38269,0,359570,359570
21/9/2020,425481,24478,3341,177,39480,39480,0,361523,361523
22/9/2020,429193,24656,3712,178,40800,40800,0,363737,363737
23/9/2020,432798,24840,3605,184,42112,42112,0,365846,365846
24/9/2020,436319,25015,3521,175,43475,43475,0,367829,367829
25/9/2020,439882,25222,3563,207,44818,44818,0,369842,369842
26/9/2020,443086,25394,3204,172,45641,45641,0,372051,372051
27/9/2020,446448,25589,3362,195,46689,46689,0,374170,374170
28/9/2020,449960,25779,3512,190,47650,47650,0,376531,376531
29/9/2020,453637,25986,3677,207,48924,48924,0,378727,378727
30/9/2020,457219,26169,3582,183,50094,50094,0,380956,380956
1/10/2020,461044,26380,3825,211,51296,51296,0,383368,383368
2/10/2020,464596,26567,3552,187,52765,52765,0,385264,385264
3/10/2020,468119,26746,3523,179,53698,53698,0,387675,387675
4/10/2020,471772,26957,3653,211,54849,54849,0,389966,389966
5/10/2020,475674,27192,3902,235,56189,56189,0,392293,392293
6/10/2020,479825,27419,4151,227,57606,57606,0,394800,394800
7/10/2020,483844,27658,4019,239,59077,59077,0,397109,397109
8/10/2020,488236,27888,4392,230,61048,61048,0,399300,399300
9/10/2020,492378,28098,4142,210,62901,62901,0,401379,401379
10/10/2020,496253,28293,3875,195,64010,64010,0,403950,403950
11/10/2020,500075,28544,3822,251,65142,65142,0,406389,406389
12/10/2020,504281,28816,4206,272,66344,66344,0,409121,409121
13/10/2020,508389,29070,4108,254,67479,67479,0,411840,411840
14/10/2020,513219,29349,4830,279,69039,69039,0,414831,414831
15/10/2020,517835,29605,4616,256,70176,70176,0,418054,418054
16/10/2020,522387,29870,4552,265,71607,71607,0,420910,420910
17/10/2020,526490,30123,4103,253,72446,72446,0,423921,423921
18/10/2020,530380,30375,3890,252,72605,72605,0,427400,427400
19/10/2020,534631,30712,4251,337,72559,72559,0,431360,431360
20/10/2020,539670,31034,5039,322,73960,73960,0,434676,434676
21/10/2020,545286,31346,5616,312,75231,75231,0,438709,438709
22/10/2020,550757,31650,5471,304,76433,76433,0,442674,442674
23/10/2020,556891,31985,6134,335,78221,78221,0,446685,446685
24/10/2020,562705,32320,5814,335,79494,79494,0,450891,450891
25/10/2020,568896,32616,6191,296,81226,81226,0,455054,455054
26/10/2020,574856,32953,5960,337,82653,82653,0,459250,459250
27/10/2020,581824,33299,6968,346,84914,84914,0,463611,463611
28/10/2020,588648,33714,6824,415,87017,87017,0,467917,467917
29/10/2020,596941,34113,8293,399,90230,90230,0,472598,472598
30/10/2020,604952,34478,8011,365,93174,93174,0,477300,477300
31/10/2020,612772,34864,7820,386,95978,95978,0,481930,481930
1/11/2020,620491,35298,7719,434,98502,98502,0,486691,486691
2/11/2020,628780,35738,8289,440,101795,101795,0,491247,491247
3/11/2020,637712,36160,8932,422,106079,106079,0,495473,495473
4/11/2020,646164,36579,8452,419,109185,109185,0,500400,500400
5/11/2020,654936,36985,8772,406,112664,112664,0,505287,505287
6/11/2020,663800,37409,8864,424,116439,116439,0,509952,509952
7/11/2020,673250,37832,9450,423,120265,120265,0,515153,515153
8/11/2020,682486,38291,9236,459,123866,123866,0,520329,520329
9/11/2020,692949,38749,10463,458,128559,128559,0,525641,525641
10/11/2020,703288,39202,10339,453,133392,133392,0,530694,530694
11/11/2020,715068,39664,11780,462,139299,139299,0,536105,536105
12/11/2020,726585,40121,11517,457,144898,144898,0,541566,541566
13/11/2020,738322,40582,11737,461,151098,151098,0,546642,546642
14/11/2020,749525,41034,11203,452,155744,155744,0,552747,552747
15/11/2020,762068,41493,12543,459,161757,161757,0,558818,558818
16/11/2020,775121,41979,13053,486,168443,168443,0,564699,564699
17/11/2020,788473,42461,13352,482,175238,175238,0,570774,570774
18/11/2020,801894,42941,13421,480,181970,181970,0,576983,576983
19/11/2020,815117,43417,13223,476,187996,187996,0,583704,583704
20/11/2020,828377,43896,13260,479,195456,195456,0,589025,589025
21/11/2020,841308,44327,12931,431,200845,200845,0,596136,596136
22/11/2020,854361,44802,13053,475,206114,206114,0,603445,603445
23/11/2020,866821,45255,12460,453,211160,211160,0,610406,610406
24/11/2020,880542,45738,13721,483,217089,217089,0,617715,617715
25/11/2020,894385,46207,13843,469,222572,222572,0,625606,625606
26/11/2020,908346,46689,13961,482,228382,228382,0,633275,633275
27/11/2020,922397,47095,14051,406,235237,235237,0,640065,640065
28/11/2020,935799,47485,13402,390,239483,239483,0,648831,648831
29/11/2020,948749,47875,12950,390,242582,242582,0,658292,658292
30/11/2020,962070,48246,13321,371,245673,245673,0,668151,668151
1/12/2020,975951,48628,13881,382,249360,249360,0,677963,677963
2/12/2020,989572,48990,13621,362,252528,252528,0,688054,688054
3/12/2020,1003494,49348,13922,358,254831,254831,0,699315,699315
4/12/2020,1016835,49695,13341,347,259034,259034,0,708106,708106
5/12/2020,1028986,50016,12151,321,259262,259262,0,719708,719708
6/12/2020,1040547,50310,11561,294,259439,259439,0,730798,730798
7/12/2020,1051374,50594,10827,284,257825,257825,0,742955,742955
8/12/2020,1062397,50917,11023,323,257256,257256,0,754224,754224
9/12/2020,1072620,51212,10223,295,255769,255769,0,765639,765639
10/12/2020,1083023,51495,10403,283,253361,253361,0,778167,778167
11/12/2020,1092617,51728,9594,233,253036,253036,0,787853,787853
12/12/2020,1100818,51949,8201,221,248016,248016,0,800853,800853
13/12/2020,1108269,52196,7451,247,243803,243803,0,812270,812270
14/12/2020,1115770,52447,7501,251,240092,240092,0,823231,823231
15/12/2020,1123474,52670,7704,223,237528,237528,0,833276,833276
16/12/2020,1131077,52883,7603,213,233764,233764,0,844430,844430
17/12/2020,1138530,53095,7453,212,228922,228922,0,856513,856513
18/12/2020,1145651,53273,7121,178,226904,226904,0,865474,865474
19/12/2020,1152072,53448,6421,175,222681,222681,0,875943,875943
20/12/2020,1158384,53625,6312,177,219705,219705,0,885054,885054
21/12/2020,1164535,53816,6151,191,216353,216353,0,894366,894366
22/12/2020,1170743,54003,6208,187,212742,212742,0,903998,903998
23/12/2020,1177004,54156,6261,153,208654,208654,0,914194,914194
24/12/2020,1183182,54308,6178,152,204189,204189,0,924685,924685
25/12/2020,1189203,54440,6021,132,201027,201027,0,933736,933736
26/12/2020,1194963,54574,5760,134,197841,197841,0,942548,942548
27/12/2020,1200465,54693,5502,119,193912,193912,0,951860,951860
28/12/2020,1206373,54814,5908,121,190808,190808,0,960751,960751
29/12/2020,1212481,54946,6108,132,188127,188127,0,969408,969408
30/12/2020,1218752,55095,6271,149,184943,184943,0,978714,978714
31/12/2020,1225143,55223,6391,128,181087,181087,0,988833,988833
1/1/2021,1231429,55337,6286,114,180522,180522,0,995570,995570
2/1/2021,1237474,55438,6045,101,177710,177710,0,1004326,1004326
3/1/2021,1243434,55540,5960,102,174876,174876,0,1013018,1013018
4/1/2021,1249507,55650,6073,110,173120,173120,0,1020737,1020737
5/1/2021,1255620,55748,6113,98,170844,170844,0,1029028,1029028
6/1/2021,1261903,55830,6283,82,165552,165552,0,1040521,1040521
7/1/2021,1268263,55933,6360,103,161777,161777,0,1050553,1050553
8/1/2021,1274514,56018,6251,85,159842,159842,0,1058654,1058654
9/1/2021,1280438,56100,5924,82,156872,156872,0,1067466,1067466
10/1/2021,1286406,56171,5968,71,155348,155348,0,1074887,1074887
11/1/2021,1292614,56262,6208,91,154616,154616,0,1081736,1081736
12/1/2021,1299022,56360,6408,98,154197,154197,0,1088465,1088465
13/1/2021,1305339,56457,6317,97,154494,154494,0,1094388,1094388
14/1/2021,1311810,56538,6471,81,153673,153673,0,1101599,1101599
15/1/2021,1318295,56621,6485,83,154663,154663,0,1107011,1107011
16/1/2021,1324395,56717,6100,96,154454,154454,0,1113224,1113224
17/1/2021,1330411,56803,6016,86,154471,154471,0,1119137,1119137
18/1/2021,1336217,56886,5806,83,153832,153832,0,1125499,1125499
19/1/2021,1342134,56973,5917,87,153278,153278,0,1131883,1131883
20/1/2021,1348316,57057,6182,84,153447,153447,0,1137812,1137812
21/1/2021,1354547,57150,6231,93,152848,152848,0,1144549,1144549
22/1/2021,1360825,57225,6278,75,151924,151924,0,1151676,1151676
23/1/2021,1367032,57294,6207,69,151263,151263,0,1158475,1158475
24/1/2021,1372977,57383,5945,89,150800,150800,0,1164794,1164794
25/1/2021,1379286,57481,6309,98,150735,150735,0,1171070,1171070
26/1/2021,1385706,57560,6420,79,150779,150779,0,1177367,1177367
27/1/2021,1392314,57651,6608,91,151200,151200,0,1183463,1183463
28/1/2021,1398841,57736,6527,85,151130,151130,0,1189975,1189975
29/1/2021,1405414,57807,6573,71,151233,151233,0,1196374,1196374
30/1/2021,1411731,57889,6317,82,150949,150949,0,1202893,1202893
31/1/2021,1417999,57959,6268,70,149989,149989,0,1210051,1210051
1/2/2021,1424596,58038,6597,79,150253,150253,0,1216305,1216305
2/2/2021,1431416,58110,6820,72,150109,150109,0,1223197,1223197
3/2/2021,1438286,58189,6870,79,150706,150706,0,1229391,1229391
4/2/2021,1445319,58256,7033,67,151482,151482,0,1235581,1235581
5/2/2021,1452387,58336,7068,80,152731,152731,0,1241320,1241320
6/2/2021,1459370,58412,6983,76,153584,153584,0,1247374,1247374
7/2/2021,1466435,58469,7065,57,154412,154412,0,1253554,1253554
8/2/2021,1473756,58536,7321,67,155175,155175,0,1260045,1260045
9/2/2021,1481396,58625,7640,89,156253,156253,0,1266518,1266518
10/2/2021,1488981,58686,7585,61,158008,158008,0,1272287,1272287
11/2/2021,1496455,58751,7474,65,158847,158847,0,1278857,1278857
12/2/2021,1503753,58809,7298,58,159930,159930,0,1285014,1285014
13/2/2021,1510873,58883,7120,74,160264,160264,0,1291726,1291726
14/2/2021,1518263,58945,7390,62,161295,161295,0,1298023,1298023
15/2/2021,1526023,59028,7760,83,162665,162665,0,1304330,1304330
16/2/2021,1534034,59117,8011,89,164096,164096,0,1310821,1310821
17/2/2021,1542076,59184,8042,67,165280,165280,0,1317612,1317612
18/2/2021,1550142,59264,8066,80,166647,166647,0,1324231,1324231
19/2/2021,1558159,59341,8017,77,167656,167656,0,1331162,1331162
20/2/2021,1566081,59409,7922,68,168795,168795,0,1337877,1337877
21/2/2021,1574012,59483,7931,74,169738,169738,0,1344791,1344791
22/2/2021,1582275,59572,8263,89,171313,171313,0,1351390,1351390
23/2/2021,1590605,59663,8330,91,172401,172401,0,1358541,1358541
24/2/2021,1598875,59736,8270,73,173886,173886,0,1365253,1365253
25/2/2021,1607081,59830,8206,94,174943,174943,0,1372308,1372308
26/2/2021,1615184,59899,8103,69,175363,175363,0,1379922,1379922
27/2/2021,1623159,59980,7975,81,176645,176645,0,1386534,1386534
28/2/2021,1631169,60073,8010,93,177971,177971,0,1393125,1393125
1/3/2021,1639679,60181,8510,108,179564,179564,0,1399934,1399934
2/3/2021,1648174,60267,8495,86,181062,181062,0,1406845,1406845
3/3/2021,1656699,60353,8525,86,182629,182629,0,1413717,1413717
4/3/2021,1665103,60431,8404,78,183714,183714,0,1420958,1420958
5/3/2021,1673470,60512,8367,81,184950,184950,0,1428008,1428008
6/3/2021,1681682,60594,8212,82,185731,185731,0,1435357,1435357
7/3/2021,1689692,60687,8010,93,186807,186807,0,1442198,1442198
8/3/2021,1698005,60786,8313,99,187869,187869,0,1449350,1449350
9/3/2021,1706559,60867,8554,81,188933,188933,0,1456759,1456759
10/3/2021,1715162,60928,8603,61,189966,189966,0,1464268,1464268
11/3/2021,1723470,61016,8308,88,191275,191275,0,1471179,1471179
12/3/2021,1731558,61069,8088,53,192901,192901,0,1477588,1477588
13/3/2021,1739360,61142,7802,73,193039,193039,0,1485179,1485179
14/3/2021,1746953,61230,7593,88,193235,193235,0,1492488,1492488
15/3/2021,1754933,61330,7980,100,194302,194302,0,1499301,1499301
16/3/2021,1763313,61427,8380,97,195526,195526,0,1506360,1506360
17/3/2021,1771115,61492,7802,65,195562,195562,0,1514061,1514061
18/3/2021,1778645,61581,7530,89,195687,195687,0,1521377,1521377
19/3/2021,1786265,61649,7620,68,195922,195922,0,1528694,1528694
20/3/2021,1793805,61724,7540,75,195475,195475,0,1536606,1536606
21/3/2021,1801065,61797,7260,73,196149,196149,0,1543119,1543119
22/3/2021,1808422,61877,7357,80,196896,196896,0,1549649,1549649
23/3/2021,1815712,61951,7290,74,197995,197995,0,1555766,1555766
24/3/2021,1823317,62045,7605,94,198563,198563,0,1562709,1562709
25/3/2021,1830823,62142,7506,97,198984,198984,0,1569697,1569697
26/3/2021,1838803,62223,7980,81,199172,199172,0,1577408,1577408
27/3/2021,1846923,62308,8120,85,199501,199501,0,1585114,1585114
28/3/2021,1855674,62397,8751,89,200058,200058,0,1593219,1593219
29/3/2021,1864984,62478,9310,81,202018,202018,0,1600488,1600488
30/3/2021,1875234,62569,10250,91,203858,203858,0,1608807,1608807
31/3/2021,1885564,62665,10330,96,205566,205566,0,1617333,1617333
1/4/2021,1897314,62759,11750,94,208411,208411,0,1626144,1626144
2/4/2021,1908974,62876,11660,117,212149,212149,0,1633949,1633949
3/4/2021,1920394,62999,11420,123,214977,214977,0,1642418,1642418
4/4/2021,1932074,63160,11680,161,218345,218345,0,1650569,1650569
5/4/2021,1945964,63332,13890,172,223654,223654,0,1658978,1658978
6/4/2021,1963394,63506,17430,174,232809,232809,0,1667079,1667079
7/4/2021,1984348,63699,20954,193,244758,244758,0,1675891,1675891
8/4/2021,2006934,63884,22586,185,258480,258480,0,1684570,1684570
9/4/2021,2029412,64039,22478,155,272368,272368,0,1693005,1693005
10/4/2021,2049078,64232,19666,193,282784,282784,0,1702062,1702062
11/4/2021,2070141,64490,21063,258,294677,294677,0,1710974,1710974
12/4/2021,2093452,64764,23311,274,308604,308604,0,1720084,1720084
13/4/2021,2118212,65055,24760,291,323864,323864,0,1729293,1729293
14/4/2021,2143794,65359,25582,304,339433,339433,0,1739002,1739002
15/4/2021,2168872,65680,25078,321,354151,354151,0,1749041,1749041
16/4/2021,2194133,66008,25261,328,366628,366628,0,1761497,1761497
17/4/2021,2215445,66327,21312,319,376430,376430,0,1772688,1772688
18/4/2021,2237089,66732,21644,405,384999,384999,0,1785358,1785358
