Date,Cases,Deaths,Daily cases,Daily deaths,Active cases (new),Active cases (old),Change in active cases,Recoveries (old),Recoveries (new)
18/5/2022,7229074,141244,288,8,7413,61097,-53684,7026733,7080417
19/5/2022,7229354,141253,280,9,7037,59610,-52573,7028491,7081064
20/5/2022,7229582,141262,228,9,6568,57965,-51397,7030355,7081752
21/5/2022,7229741,141271,159,9,6156,56258,-50102,7032212,7082314
22/5/2022,7230053,141274,312,3,6222,54793,-48571,7033986,7082557
23/5/2022,7230321,141281,268,7,6258,53242,-46984,7035798,7082782
24/5/2022,7230589,141288,268,7,6151,51765,-45614,7037536,7083150
25/5/2022,7230882,141293,293,5,6176,50247,-44071,7039342,7083413
26/5/2022,7231099,141296,217,3,5907,48678,-42771,7041125,7083896
27/5/2022,7231284,141302,185,6,5519,47111,-41592,7042871,7084463
28/5/2022,7231387,141306,103,4,5164,45582,-40418,7044499,7084917
29/5/2022,7231562,141308,175,2,4888,44118,-39230,7046136,7085366
30/5/2022,7231802,141310,240,2,4757,42675,-37918,7047817,7085735
31/5/2022,7232034,141315,232,5,4601,41277,-36676,7049442,7086118
1/6/2022,7232268,141318,234,3,4582,39926,-35344,7051024,7086368
2/6/2022,7232443,141318,175,0,4392,38848,-34456,7052277,7086733
3/6/2022,7232614,141321,171,3,4177,37804,-33627,7053489,7087116
4/6/2022,7232678,141328,64,7,3885,36758,-32873,7054592,7087465
5/6/2022,7232731,141331,53,3,3654,35907,-32253,7055493,7087746
6/6/2022,7232790,141332,59,1,3435,35252,-31817,7056206,7088023
7/6/2022,7232929,141339,139,7,3340,34674,-31334,7056916,7088250
8/6/2022,7233117,141342,188,3,3373,34348,-30975,7057427,7088402
9/6/2022,7233319,141343,202,1,3265,34038,-30773,7057938,7088711
10/6/2022,7233472,141343,153,0,3151,33780,-30629,7058349,7088978
11/6/2022,7233528,141349,56,6,2933,33514,-30581,7058665,7089246
12/6/2022,7233688,141350,160,1,2805,33366,-30561,7058972,7089533
13/6/2022,7233880,141352,192,2,2779,33275,-30496,7059253,7089749
14/6/2022,7234042,141353,162,1,2757,33162,-30405,7059527,7089932
15/6/2022,7234221,141357,179,4,2830,33126,-30296,7059738,7090034
16/6/2022,7234367,141360,146,3,2802,33073,-30271,7059934,7090205
17/6/2022,7234523,141361,156,1,2720,33065,-30345,7060097,7090442
18/6/2022,7234597,141363,74,2,2561,32951,-30390,7060283,7090673
19/6/2022,7234757,141363,160,0,2489,32948,-30459,7060446,7090905
20/6/2022,7234988,141366,231,3,2542,33000,-30458,7060622,7091080
21/6/2022,7235175,141370,187,4,2557,32992,-30435,7060813,7091248
22/6/2022,7235440,141373,265,3,2759,33078,-30319,7060989,7091308
23/6/2022,7235696,141377,256,4,2961,33171,-30210,7061148,7091358
24/6/2022,7235928,141379,232,2,3136,33197,-30061,7061352,7091413
25/6/2022,7236064,141383,136,4,3131,33165,-30034,7061516,7091550
26/6/2022,7236361,141385,297,2,3242,33249,-30007,7061727,7091734
27/6/2022,7236713,141386,352,1,3393,33366,-29973,7061961,7091934
28/6/2022,7237156,141386,443,0,3684,33572,-29888,7062198,7092086
29/6/2022,7237597,141386,441,0,4069,33802,-29733,7062409,7092142
30/6/2022,7238126,141389,529,3,4435,34080,-29645,7062657,7092302
1/7/2022,7238589,141390,463,1,4708,34348,-29640,7062851,7092491
2/7/2022,7238840,141390,251,0,4798,34401,-29603,7063049,7092652
3/7/2022,7239557,141396,717,6,5330,34875,-29545,7063286,7092831
4/7/2022,7240564,141404,1007,8,6189,35681,-29492,7063479,7092971
5/7/2022,7241648,141408,1084,4,7121,36588,-29467,7063652,7093119
6/7/2022,7242919,141413,1271,5,8317,37660,-29343,7063846,7093189
7/7/2022,7244694,141420,1775,7,9930,39235,-29305,7064039,7093344
8/7/2022,7246707,141427,2013,7,11712,41038,-29326,7064242,7093568
9/7/2022,7247601,141429,894,2,12424,41742,-29318,7064430,7093748
10/7/2022,7249976,141439,2375,10,14526,43453,-28927,7065084,7094011
11/7/2022,7251429,141444,1453,5,15728,44901,-29173,7065084,7094257
12/7/2022,7255017,141451,3588,7,19082,48093,-29011,7065473,7094484
13/7/2022,7260017,141456,5000,5,23948,52572,-28624,7065989,7094613
14/7/2022,7265251,141464,5234,8,28882,57312,-28430,7066475,7094905
15/7/2022,7270023,141477,4772,13,33297,61378,-28081,7067168,7095249
16/7/2022,7272727,141486,2704,9,35562,63547,-27985,7067694,7095679
17/7/2022,7278478,141499,5751,13,40868,68642,-27774,7068337,7096111
18/7/2022,7284165,141513,5687,14,46025,73662,-27637,7068990,7096627
19/7/2022,7289542,141532,5377,19,50934,78347,-27413,7069663,7097076
20/7/2022,7296635,141564,7093,32,57763,84692,-26929,7070379,7097308
21/7/2022,7304550,141593,7915,29,64964,91952,-26988,7071005,7097993
22/7/2022,7312401,141624,7851,31,71806,99129,-27323,7071648,7098971
23/7/2022,7319322,141650,6921,26,77648,105313,-27665,7072359,7100024
24/7/2022,7328153,141684,8831,34,85200,113327,-28127,7073142,7101269
25/7/2022,7337928,141717,9775,33,93201,122045,-28844,7074166,7103010
26/7/2022,7348963,141758,11035,41,102215,132210,-29995,7074995,7104990
27/7/2022,7359489,141795,10526,37,111851,141775,-29924,7075919,7105843
28/7/2022,7368945,141837,9456,42,118927,150251,-31324,7076857,7108181
29/7/2022,7376794,141891,7849,54,125311,156801,-31490,7078102,7109592
30/7/2022,7381299,141937,4505,46,126236,160123,-33887,7079239,7113126
31/7/2022,7391026,141998,9727,61,130948,168447,-37499,7080581,7118080
1/8/2022,7400725,142060,9699,62,135412,176425,-41013,7082240,7123253
2/8/2022,7410075,142134,9350,74,139978,183282,-43304,7084659,7127963
3/8/2022,7418615,142209,8540,75,145813,189128,-43315,7087278,7130593
4/8/2022,7426030,142290,7415,81,147471,192508,-45037,7091232,7136269
5/8/2022,7431485,142337,5455,47,147273,193288,-46015,7095860,7141875
6/8/2022,7434945,142398,3460,61,145342,192068,-46726,7100479,7147205
7/8/2022,7440422,142461,5477,63,143724,191509,-47785,7106452,7154237
8/8/2022,7443801,142515,3379,54,139197,188396,-49199,7112890,7162089
9/8/2022,7446144,142564,2343,49,133694,182493,-48799,7121087,7169886
10/8/2022,7451779,142654,5635,90,132367,178390,-46023,7130735,7176758
11/8/2022,7459175,142738,7396,84,130938,176165,-45227,7140272,7185499
12/8/2022,7465579,142806,6404,68,127583,171904,-44321,7150869,7195190
13/8/2022,7468894,142861,3315,55,119876,164450,-44574,7161583,7206157
14/8/2022,7475173,142944,6279,83,115601,160405,-44804,7171824,7216628
15/8/2022,7482521,143015,7348,71,113505,158424,-44919,7181082,7226001
16/8/2022,7488493,143093,5972,78,111621,155070,-43449,7190330,7233779
17/8/2022,7493317,143160,4824,67,111951,148407,-36456,7201750,7238206
18/8/2022,7497844,143222,4527,62,106756,144048,-37292,7210574,7247866
19/8/2022,7501534,143288,3690,66,100743,139538,-38795,7218708,7257503
20/8/2022,7503369,143332,1835,44,93250,133680,-40430,7226357,7266787
21/8/2022,7506614,143387,3245,55,87944,129579,-41635,7233648,7275283
22/8/2022,7510701,143449,4087,62,84609,125441,-40832,7241811,7282643
23/8/2022,7513929,143505,3228,56,82388,120966,-38578,7249458,7288036
24/8/2022,7516596,143550,2667,45,81606,116151,-34545,7256895,7291440
25/8/2022,7518974,143612,2378,62,78490,111451,-32961,7263911,7296872
26/8/2022,7520993,143647,2019,35,77157,106322,-29165,7271024,7300189
27/8/2022,7521969,143684,976,37,75788,100627,-24839,7277658,7302497
28/8/2022,7523662,143728,1693,44,71839,95857,-24018,7284077,7308095
29/8/2022,7525628,143776,1966,48,66405,93102,-26697,7288750,7315447
30/8/2022,7527499,143820,1871,44,61876,91113,-29237,7292566,7321803
31/8/2022,7528961,143867,1462,47,60020,88411,-28391,7296683,7325074
1/9/2022,7530325,143894,1364,27,55125,86462,-31337,7299969,7331306
2/9/2022,7531392,143917,1067,23,48848,84693,-35845,7302782,7338627
3/9/2022,7531924,143947,532,30,43401,82801,-39400,7305176,7344576
4/9/2022,7533087,143995,1163,48,39722,81800,-42078,7307292,7349370
5/9/2022,7534182,144019,1095,24,36314,80736,-44422,7309427,7353849
6/9/2022,7535272,144048,1090,29,33709,80478,-46769,7310746,7357515
7/9/2022,7536217,144085,945,37,32811,80295,-47484,7311837,7359321
8/9/2022,7537081,144108,864,23,30444,80152,-49708,7312821,7362529
9/9/2022,7537781,144135,700,27,27053,79908,-52855,7313738,7366593
10/9/2022,7538125,144154,344,19,24177,79290,-55113,7314681,7369794
11/9/2022,7538821,144178,696,24,22201,79080,-56879,7315563,7372442
12/9/2022,7539698,144199,877,21,20703,79055,-58352,7316444,7374796
13/9/2022,7540316,144221,618,22,19301,78805,-59504,7317290,7376794
14/9/2022,7540962,144243,646,22,18971,78608,-59637,7318111,7377748
15/9/2022,7541586,144258,624,15,17909,78474,-60565,7318854,7379419
16/9/2022,7542230,144273,644,15,16587,78396,-61809,7319561,7381370
17/9/2022,7542533,144287,303,14,15020,77942,-62922,7320304,7383226
18/9/2022,7542822,144301,289,14,13847,77580,-63733,7320941,7384674
19/9/2022,7543548,144319,726,18,13205,77771,-64566,7321458,7386024
20/9/2022,7544540,144344,992,25,13123,78224,-65101,7321972,7387073
21/9/2022,7545351,144358,811,14,13413,78610,-65197,7322383,7387580
22/9/2022,7545855,144364,504,6,12762,78679,-65917,7322812,7388729
23/9/2022,7546276,144367,421,3,12091,78703,-66612,7323206,7389818
24/9/2022,7546673,144382,397,15,11386,78697,-67311,7323594,7390905
25/9/2022,7547089,144394,416,12,10860,78712,-67852,7323983,7391835
26/9/2022,7547397,144402,308,8,10308,78635,-68327,7324360,7392687
27/9/2022,7547706,144409,309,7,9918,78555,-68637,7324742,7393379
28/9/2022,7547968,144416,262,7,9836,78493,-68657,7325059,7393716
29/9/2022,7548320,144421,352,5,9494,78529,-69035,7325370,7394405
30/9/2022,7548648,144426,328,5,8945,78571,-69626,7325651,7395277
1/10/2022,7549186,144429,538,3,8867,78795,-69928,7325962,7395890
2/10/2022,7549586,144439,400,10,8614,78901,-70287,7326246,7396533
3/10/2022,7550021,144448,435,9,8426,79065,-70639,7326508,7397147
4/10/2022,7550401,144458,380,10,8161,79186,-71025,7326757,7397782
5/10/2022,7550691,144466,290,8,8150,79258,-71108,7326967,7398075
6/10/2022,7550856,144469,165,3,8031,79232,-71201,7327155,7398356
7/10/2022,7551022,144471,166,2,7472,79202,-71730,7327349,7399079
8/10/2022,7551357,144478,335,7,6810,79346,-72536,7327533,7400069
9/10/2022,7551680,144486,323,8,6321,79469,-73148,7327725,7400873
10/10/2022,7552404,144490,724,4,6545,79985,-73440,7327929,7401369
11/10/2022,7552812,144498,408,8,6528,80162,-73634,7328152,7401786
12/10/2022,7553169,144502,357,4,6492,80321,-73829,7328346,7402175
13/10/2022,7553454,144506,285,4,6361,80391,-74030,7328557,7402587
14/10/2022,7553609,144510,155,4,6208,80341,-74133,7328758,7402891
15/10/2022,7554006,144516,397,6,6294,80546,-74252,7328944,7403196
16/10/2022,7554333,144519,327,3,6362,80671,-74309,7329143,7403452
17/10/2022,7554703,144523,370,4,6379,80836,-74457,7329344,7403801
18/10/2022,7555010,144527,307,4,6358,80943,-74585,7329540,7404125
19/10/2022,7555355,144531,345,4,6165,81096,-74931,7329728,7404659
20/10/2022,7555555,144536,200,5,5964,81101,-75137,7329918,7405055
21/10/2022,7555694,144540,139,4,5669,81052,-75383,7330102,7405485
22/10/2022,7555903,144543,209,3,5499,81082,-75583,7330278,7405861
23/10/2022,7556097,144544,194,1,5405,81096,-75691,7330457,7406148
24/10/2022,7556632,144548,535,4,5772,81416,-75644,7330668,7406312
25/10/2022,7556854,144555,222,7,5825,81448,-75623,7330851,7406474
26/10/2022,7557024,144559,170,4,5663,81420,-75757,7331045,7406802
27/10/2022,7557134,144562,110,3,5451,81331,-75880,7331241,7407121
28/10/2022,7557240,144565,106,3,4833,81243,-76410,7331432,7407842
29/10/2022,7557364,144571,124,6,4546,81198,-76652,7331595,7408247
30/10/2022,7557437,144571,73,0,4268,81099,-76831,7331767,7408598
31/10/2022,7557650,144576,213,5,4191,81124,-76933,7331950,7408883
1/11/2022,7557805,144580,155,4,4192,81102,-76910,7332123,7409033
2/11/2022,7557920,144580,115,0,3914,81217,-77303,7332123,7409426
3/11/2022,7557962,144583,42,3,3626,80892,-77266,7332487,7409753
4/11/2022,7558002,144587,40,4,3295,80762,-77467,7332653,7410120
5/11/2022,7558078,144592,76,5,3063,80667,-77604,7332819,7410423
6/11/2022,7558142,144596,64,4,2783,80584,-77801,7332962,7410763
7/11/2022,7558502,144600,360,4,2943,80763,-77820,7333139,7410959
8/11/2022,7558593,144604,91,4,2895,80698,-77803,7333291,7411094
9/11/2022,7558690,144605,97,1,2786,80635,-77849,7333450,7411299
10/11/2022,7558762,144607,72,2,2663,80553,-77890,7333602,7411492
11/11/2022,7558812,144609,50,2,2178,80460,-78282,7333743,7412025
12/11/2022,7558893,144610,81,1,2038,80404,-78366,7333879,7412245
13/11/2022,7558950,144612,57,2,1924,80325,-78401,7334013,7412414
14/11/2022,7559001,144613,51,1,1866,80254,-78388,7334134,7412522
15/11/2022,7559055,144613,54,0,1815,80192,-78377,7334250,7412627
16/11/2022,7559129,144615,74,2,1763,80150,-78387,7334364,7412751
17/11/2022,7559164,144617,35,2,1725,80070,-78345,7334477,7412822
18/11/2022,7559211,144620,47,3,1558,80012,-78454,7334579,7413033
19/11/2022,7559258,144625,47,5,1448,79972,-78524,7334661,7413185
20/11/2022,7559296,144626,38,1,1375,79938,-78563,7334732,7413295
21/11/2022,7559368,144627,72,1,1405,79938,-78533,7334803,7413336
22/11/2022,7559416,144630,48,3,1411,79912,-78501,7334874,7413375
23/11/2022,7559446,144632,30,2,1366,79887,-78521,7334927,7413448
24/11/2022,7559467,144633,21,1,1324,79866,-78542,7334968,7413510
25/11/2022,7559492,144633,25,0,990,79856,-78866,7335003,7413869
26/11/2022,7559526,144633,34,0,933,79859,-78926,7335034,7413960
27/11/2022,7559589,144633,63,0,899,79884,-78985,7335072,7414057
28/11/2022,7559634,144633,45,0,872,79887,-79015,7335114,7414129
29/11/2022,7559664,144633,30,0,852,79884,-79032,7335147,7414179
30/11/2022,7559706,144633,42,0,813,79895,-79082,7335178,7414260
1/12/2022,7559737,144634,31,1,786,79896,-79110,7335207,7414317
2/12/2022,7559760,144634,23,0,759,79891,-79132,7335235,7414367
3/12/2022,7559799,144637,39,3,741,79896,-79155,7335266,7414421
4/12/2022,7559855,144640,56,3,723,79914,-79191,7335301,7414492
5/12/2022,7559924,144645,69,5,755,79949,-79194,7335330,7414524
6/12/2022,7559958,144648,34,3,744,79953,-79209,7335357,7414566
7/12/2022,7559999,144649,41,1,740,79967,-79227,7335383,7414610
8/12/2022,7560048,144651,49,2,750,79982,-79232,7335415,7414647
9/12/2022,7560067,144652,19,1,698,79971,-79273,7335444,7414717
10/12/2022,7560105,144658,38,6,683,79979,-79296,7335468,7414764
11/12/2022,7560162,144658,57,0,716,80003,-79287,7335501,7414788
12/12/2022,7560217,144658,55,0,750,80022,-79272,7335537,7414809
13/12/2022,7560247,144658,30,0,755,80052,-79297,7335537,7414834
14/12/2022,7560294,144658,47,0,768,80039,-79271,7335597,7414868
15/12/2022,7560323,144659,29,1,733,80040,-79307,7335624,7414931
16/12/2022,7560372,144659,49,0,738,80089,-79351,7335624,7414975
17/12/2022,7560389,144661,17,2,723,80045,-79322,7335683,7415005
18/12/2022,7560444,144664,55,3,735,80070,-79335,7335710,7415045
19/12/2022,7560519,144664,75,0,782,80112,-79330,7335743,7415073
20/12/2022,7560581,144667,62,3,818,80135,-79317,7335779,7415096
21/12/2022,7560629,144672,48,5,825,80149,-79324,7335808,7415132
22/12/2022,7560667,144672,38,0,812,80160,-79348,7335835,7415183
23/12/2022,7560688,144673,21,1,763,80147,-79384,7335868,7415252
24/12/2022,7560731,144673,43,0,773,80157,-79384,7335901,7415285
25/12/2022,7560792,144674,61,1,792,80180,-79388,7335938,7415326
26/12/2022,7560852,144675,60,1,803,80213,-79410,7335964,7415374
27/12/2022,7560887,144677,35,2,818,80213,-79395,7335997,7415392
28/12/2022,7560947,144677,60,0,842,80237,-79395,7336033,7415428
29/12/2022,7560998,144682,51,5,831,80245,-79414,7336071,7415485
30/12/2022,7561058,144682,60,0,841,80271,-79430,7336105,7415535
31/12/2022,7561140,144685,82,3,890,80309,-79419,7336146,7415565
1/1/2023,7561213,144688,73,3,916,80346,-79430,7336179,7415609
2/1/2023,7561309,144693,96,5,981,80396,-79415,7336220,7415635
3/1/2023,7561428,144696,119,3,1053,80474,-79421,7336258,7415679
4/1/2023,7561541,144696,113,0,1152,80551,-79399,7336294,7415693
5/1/2023,7561624,144699,83,3,1177,80601,-79424,7336324,7415748
6/1/2023,7561701,144704,77,5,1177,80631,-79454,7336366,7415820
7/1/2023,7561808,144706,107,2,1225,80695,-79470,7336407,7415877
8/1/2023,7561925,144708,117,2,1294,80774,-79480,7336443,7415923
9/1/2023,7562060,144710,135,2,1391,80861,-79470,7336489,7415959
10/1/2023,7562169,144717,109,7,1474,80928,-79454,7336524,7415978
11/1/2023,7562275,144720,106,3,1541,80980,-79439,7336575,7416014
12/1/2023,7562371,144722,96,2,1577,81032,-79455,7336617,7416072
13/1/2023,7562446,144723,75,1,1593,81068,-79475,7336655,7416130
14/1/2023,7562495,144724,49,1,1607,81080,-79473,7336691,7416164
15/1/2023,7562610,144727,115,3,1660,81144,-79484,7336739,7416223
16/1/2023,7562755,144727,145,0,1757,81237,-79480,7336791,7416271
17/1/2023,7562868,144728,113,1,1809,81310,-79501,7336830,7416331
18/1/2023,7562998,144728,130,0,1858,81386,-79528,7336884,7416412
19/1/2023,7563096,144730,98,2,1881,81436,-79555,7336930,7416485
20/1/2023,7563167,144732,71,2,1856,81456,-79600,7336979,7416579
21/1/2023,7563273,144734,106,2,1843,81522,-79679,7337017,7416696
22/1/2023,7563385,144735,112,1,1843,81586,-79743,7337064,7416807
23/1/2023,7563505,144737,120,2,1879,81662,-79783,7337106,7416889
24/1/2023,7563623,144741,118,4,1918,81723,-79805,7337159,7416964
25/1/2023,7563728,144744,105,3,1917,81779,-79862,7337205,7417067
26/1/2023,7563825,144744,97,0,1900,81813,-79913,7337268,7417181
27/1/2023,7563923,144744,98,0,1863,81848,-79985,7337331,7417316
28/1/2023,7564046,144744,123,0,1877,81923,-80046,7337379,7417425
29/1/2023,7564146,144747,100,3,1868,81966,-80098,7337433,7417531
30/1/2023,7564252,144747,106,0,1881,82009,-80128,7337496,7417624
31/1/2023,7564350,144749,98,2,1902,82052,-80150,7337549,7417699
1/2/2023,7564467,144751,117,2,1970,82103,-80133,7337613,7417746
2/2/2023,7564551,144752,84,1,1940,82132,-80192,7337667,7417859
3/2/2023,7564614,144754,63,2,1857,82137,-80280,7337723,7418003
4/2/2023,7564663,144756,49,2,1793,82138,-80345,7337769,7418114
5/2/2023,7564756,144757,93,1,1757,82173,-80416,7337826,7418242
6/2/2023,7564881,144764,125,7,1778,82248,-80470,7337869,7418339
7/2/2023,7565025,144768,144,4,1854,82325,-80471,7337932,7418403
8/2/2023,7565144,144771,119,3,1868,82377,-80509,7337996,7418505
9/2/2023,7565253,144775,109,4,1864,82419,-80555,7338059,7418614
10/2/2023,7565367,144779,114,4,1858,82465,-80607,7338123,7418730
11/2/2023,7565391,144779,24,0,1768,82489,-80721,7338123,7418844
12/2/2023,7565552,144781,161,2,1822,82526,-80704,7338245,7418949
13/2/2023,7565678,144783,126,2,1851,82589,-80738,7338306,7419044
14/2/2023,7565865,144788,187,5,1937,82700,-80763,7338377,7419140
15/2/2023,7566043,144789,178,1,1996,82805,-80809,7338449,7419258
16/2/2023,7566265,144793,222,4,2115,82952,-80837,7338520,7419357
17/2/2023,7566390,144793,125,0,2138,82952,-80814,7338645,7419459
18/2/2023,7566436,144797,46,4,2082,82994,-80912,7338645,7419557
19/2/2023,7566595,144804,159,7,2121,82932,-80811,7338859,7419670
20/2/2023,7566803,144812,208,8,2244,83187,-80943,7338804,7419747
21/2/2023,7567161,144817,358,5,2542,83479,-80937,7338865,7419802
22/2/2023,7567421,144824,260,7,2751,83659,-80908,7338938,7419846
23/2/2023,7567473,144828,52,4,2713,83639,-80926,7339006,7419932
24/2/2023,7567560,144832,87,4,2675,83656,-80981,7339072,7420053
25/2/2023,7567619,144835,59,3,2591,83655,-81064,7339129,7420193
26/2/2023,7567702,144842,83,7,2551,83655,-81104,7339205,7420309
27/2/2023,7567824,144845,122,3,2568,83696,-81128,7339283,7420411
28/2/2023,7567906,144845,82,0,2539,83696,-81157,7339365,7420522
1/3/2023,7568903,144858,997,13,3499,84588,-81089,7339457,7420546
2/3/2023,7569261,144864,358,6,3703,84879,-81176,7339518,7420694
3/3/2023,7569483,144867,222,3,3802,85044,-81242,7339572,7420814
4/3/2023,7569769,144878,286,11,3893,85250,-81357,7339641,7420998
5/3/2023,7570232,144893,463,15,4174,85635,-81461,7339704,7421165
6/3/2023,7570743,144902,511,9,4469,86045,-81576,7339796,7421372
7/3/2023,7571352,144907,609,5,4957,86576,-81619,7339869,7421488
8/3/2023,7571996,144922,644,15,5545,87111,-81566,7339963,7421529
9/3/2023,7572311,144933,315,11,5705,87731,-82026,7339647,7421673
10/3/2023,7572759,144941,448,8,5948,88189,-82241,7339629,7421870
11/3/2023,7573328,144956,569,15,6152,88766,-82614,7339606,7422220
12/3/2023,7574014,144969,686,13,6580,89711,-83131,7339334,7422465
13/3/2023,7574971,144981,957,12,7486,90655,-83169,7339335,7422504
14/3/2023,7575927,144993,956,12,8355,91615,-83260,7339319,7422579
15/3/2023,7576903,145009,976,16,9268,92589,-83321,7339305,7422626
16/3/2023,7577893,145025,990,16,10175,93393,-83218,7339475,7422693
17/3/2023,7578708,145036,815,11,10873,93738,-82865,7339934,7422799
18/3/2023,7579071,145054,363,18,11147,94565,-83418,7339452,7422870
19/3/2023,7579916,145072,845,18,10995,95488,-84493,7339356,7423849
20/3/2023,7580858,145091,942,19,11578,93998,-82420,7341769,7424189
21/3/2023,7581601,145113,743,22,12096,94759,-82663,7341729,7424392
22/3/2023,7582382,145133,781,20,12593,96845,-84252,7340404,7424656
23/3/2023,7583108,145155,726,22,12854,96845,-83991,7341108,7425099
24/3/2023,7583846,145172,738,17,13086,96845,-83759,7341829,7425588
25/3/2023,7584531,145196,685,24,13155,96821,-83666,7342514,7426180
26/3/2023,7585422,145220,891,24,13402,96821,-83419,7343381,7426800
27/3/2023,7586458,145249,1036,29,14118,97683,-83565,7343526,7427091
28/3/2023,7587531,145274,1073,25,14747,97658,-82911,7344599,7427510
29/3/2023,7588540,145296,1009,22,15190,98694,-83504,7344550,7428054
30/3/2023,7589579,145319,1039,23,15542,99767,-84225,7344493,7428718
31/3/2023,7590719,145348,1140,29,15719,100754,-85035,7344617,7429652
1/4/2023,7591621,145369,902,21,15673,100754,-85081,7345498,7430579
2/4/2023,7592255,145391,634,22,15330,100754,-85424,7346110,7431534
3/4/2023,7592968,145409,713,18,15057,100754,-85697,7346805,7432502
4/4/2023,7593921,145436,953,27,15186,104374,-89188,7344111,7433299
5/4/2023,7595024,145466,1103,30,15923,105995,-90072,7343563,7433635
6/4/2023,7596034,145498,1010,32,16086,107068,-90982,7343468,7434450
7/4/2023,7597098,145534,1064,36,16204,107068,-90864,7344496,7435360
8/4/2023,7597982,145571,884,37,16344,109074,-92730,7343337,7436067
9/4/2023,7598828,145613,846,42,16404,109921,-93517,7343294,7436811
10/4/2023,7599768,145652,940,39,16621,109921,-93300,7344195,7437495
11/4/2023,7600692,145687,924,35,16811,109921,-93110,7345084,7438194
12/4/2023,7601521,145719,829,32,16958,112515,-95557,7343287,7438844
13/4/2023,7602409,145747,888,28,16959,113312,-96353,7343350,7439703
14/4/2023,7602767,145781,358,34,16275,114172,-97897,7342814,7440711
15/4/2023,7603091,145808,324,27,15533,114496,-98963,7342787,7441750
16/4/2023,7603697,145837,606,29,15128,114793,-99665,7343067,7442732
17/4/2023,7604250,145865,553,28,14643,115370,-100727,7343015,7443742
18/4/2023,7604702,145891,452,26,13957,115370,-101413,7343441,7444854
19/4/2023,7605105,145914,403,23,13461,115895,-102434,7343296,7445730
20/4/2023,7605430,145939,325,25,13150,116321,-103171,7343170,7446341
21/4/2023,7605784,145962,354,23,12793,116701,-103908,7343121,7447029
22/4/2023,7606241,145986,457,24,12296,116701,-104405,7343554,7447959
23/4/2023,7606689,146005,448,19,11646,116701,-105055,7343983,7449038
24/4/2023,7607077,146022,388,17,11026,117765,-106739,7343290,7450029
25/4/2023,7607403,146041,326,19,10286,118565,-108279,7342797,7451076
26/4/2023,7607744,146058,341,17,9745,118872,-109127,7342814,7451941
27/4/2023,7608004,146071,260,13,9163,119196,-110033,7342737,7452770
28/4/2023,7608238,146083,234,12,8458,119196,-110738,7342959,7453697
29/4/2023,7608468,146097,230,14,7762,119196,-111434,7343175,7454609
30/4/2023,7608687,146108,219,11,7155,119196,-112041,7343383,7455424
1/5/2023,7608934,146118,247,10,6515,119881,-113366,7342935,7456301
2/5/2023,7609121,146129,187,11,6343,120089,-113746,7342903,7456649
3/5/2023,7609349,146136,228,7,6251,120326,-114075,7342887,7456962
4/5/2023,7609491,146144,142,8,5786,120502,-114716,7342845,7457561
5/5/2023,7609783,146155,292,11,5522,120502,-114980,7343126,7458106
6/5/2023,7609922,146165,139,10,5210,120502,-115292,7343255,7458547
7/5/2023,7610060,146173,138,8,4947,121267,-116320,7342620,7458940
8/5/2023,7610199,146180,139,7,4762,121397,-116635,7342622,7459257
9/5/2023,7610333,146188,134,8,4541,121529,-116988,7342616,7459604
10/5/2023,7610468,146193,135,5,4222,121655,-117433,7342620,7460053
11/5/2023,7610544,146198,76,5,3850,121655,-117805,7342691,7460496
