Date,Total cases,Total deaths,Daily cases,Daily deaths,Active cases (new),Active cases (old),Change,Total recoveries (old),Total recoveries (new)
6/4/2023,33500042,74029,8562,27,84581,11703134,-11618553,21722879,33341432
7/4/2023,33508380,74060,8338,31,86595,11710802,-11624207,21723518,33347725
8/4/2023,33516848,74081,8468,21,91776,11718041,-11626265,21724726,33350991
9/4/2023,33523927,74096,7079,15,90810,11724558,-11633748,21725273,33359021
10/4/2023,33527435,74110,3508,14,85991,11728052,-11642061,21725273,33367334
11/4/2023,33537375,74132,9940,22,88724,11737970,-11649246,21725273,33374519
12/4/2023,33547551,74164,10176,32,92170,11748114,-11655944,21725273,33381217
13/4/2023,33556679,74182,9128,18,93820,11757224,-11663404,21725273,33388677
14/4/2023,33565099,74198,8420,16,95950,11765628,-11669678,21725273,33394951
15/4/2023,33573695,74220,8596,22,101121,11774202,-11673081,21725273,33398354
16/4/2023,33580723,74235,7028,15,98743,11781215,-11682472,21725273,33407745
17/4/2023,33584245,74244,3522,9,92765,11784728,-11691963,21725273,33417236
18/4/2023,33595834,74264,11589,20,95792,11796297,-11700505,21725273,33425778
19/4/2023,33607928,74286,12094,22,99548,11808369,-11708821,21725273,33434094
20/4/2023,33618471,74314,10543,28,101623,11818884,-11717261,21725273,33442534
21/4/2023,33628545,74338,10074,24,104618,11828934,-11724316,21725273,33449589
22/4/2023,33639205,74356,10660,18,111770,11839576,-11727806,21725273,33453079
23/4/2023,33647899,74376,8694,20,110524,11848250,-11737726,21725273,33462999
24/4/2023,33652070,74389,4171,13,104519,11852408,-11747889,21725273,33473162
25/4/2023,33664545,74407,12475,18,107866,11864865,-11756999,21725273,33482272
26/4/2023,33677778,74443,13233,36,112679,11878062,-11765383,21725273,33490656
27/4/2023,33689542,74467,11764,24,115847,11889802,-11773955,21725273,33499228
28/4/2023,33700970,74501,11428,34,120247,11901196,-11780949,21725273,33506222
29/4/2023,33714017,74528,13047,27,129772,11914216,-11784444,21725273,33509717
30/4/2023,33720739,74542,6722,14,124905,11920924,-11796019,21725273,33521292
1/5/2023,33726011,74550,5272,8,118083,11926188,-11808105,21725273,33533378
2/5/2023,33742983,74569,16972,19,124512,11943141,-11818629,21725273,33543902
3/5/2023,33759614,74596,16631,27,131069,11959745,-11828676,21725273,33553949
4/5/2023,33766957,74614,7343,18,127752,11967070,-11839318,21725273,33564591
5/5/2023,33772764,74633,5807,19,124865,11972858,-11847993,21725273,33573266
6/5/2023,33778993,74645,6229,12,126923,11979075,-11852152,21725273,33577425
7/5/2023,33793429,74654,14436,9,128884,11993502,-11864618,21725273,33589891
8/5/2023,33802739,74669,9310,15,124961,12002797,-11877836,21725273,33603109
9/5/2023,33803572,74694,833,25,114030,12003605,-11889575,21725273,33614848
10/5/2023,33803572,74694,0,0,102602,12003605,-11901003,21725273,33626276
11/5/2023,33803572,74694,0,0,89555,12003605,-11914050,21725273,33639323
12/5/2023,33803572,74694,0,0,82833,12003605,-11920772,21725273,33646045
13/5/2023,33803572,74694,0,0,77561,12003605,-11926044,21725273,33651317
14/5/2023,33803572,74694,0,0,60589,12003605,-11943016,21725273,33668289
15/5/2023,33803572,74694,0,0,43958,12003605,-11959647,21725273,33684920
16/5/2023,33803572,74694,0,0,36615,12003605,-11966990,21725273,33692263
17/5/2023,33803572,74694,0,0,30808,12003605,-11972797,21725273,33698070
18/5/2023,33803572,74694,0,0,24579,12003605,-11979026,21725273,33704299
19/5/2023,33803572,74694,0,0,10143,12003605,-11993462,21725273,33718735
20/5/2023,33803572,74694,0,0,833,12003605,-12002772,21725273,33728045
21/5/2023,33803572,74694,0,0,0,12003605,-12003605,21725273,33728878
22/5/2023,33803572,74694,0,0,0,12003605,-12003605,21725273,33728878
23/5/2023,33803572,74694,0,0,0,12003605,-12003605,21725273,33728878
24/5/2023,33803572,74694,0,0,0,12003605,-12003605,21725273,33728878
25/5/2023,33803572,74694,0,0,0,12003605,-12003605,21725273,33728878
26/5/2023,33803572,74694,0,0,0,12003605,-12003605,21725273,33728878
27/5/2023,33803572,74694,0,0,0,12003605,-12003605,21725273,33728878
28/5/2023,33803572,74694,0,0,0,12003605,-12003605,21725273,33728878
29/5/2023,33803572,74694,0,0,0,12003605,-12003605,21725273,33728878
30/5/2023,33803572,74694,0,0,0,12003605,-12003605,21725273,33728878
31/5/2023,33803572,74694,0,0,0,12003605,-12003605,21725273,33728878
1/6/2023,33803572,74694,0,0,0,12003605,-12003605,21725273,33728878
2/6/2023,33803572,74694,0,0,0,12003605,-12003605,21725273,33728878
3/6/2023,33803572,74694,0,0,0,12003605,-12003605,21725273,33728878
4/6/2023,33803572,74694,0,0,0,12003605,-12003605,21725273,33728878
