Date,Cases,Deaths,Daily cases,Daily deaths,Recoveries,Active cases
19/9/2021,2897936,75488,541,1,2814996,7452
20/9/2021,2898297,75488,361,0,2815177,7632
21/9/2021,2899006,75503,709,15,2815581,7922
22/9/2021,2899888,75523,882,20,2816099,8266
23/9/2021,2900861,75537,973,14,2816591,8733
24/9/2021,2901674,75551,813,14,2817106,9017
25/9/2021,2902591,75571,917,20,2817622,9398
26/9/2021,2903234,75572,643,1,2818079,9583
27/9/2021,2903656,75572,422,0,2818346,9738
28/9/2021,2904632,75601,976,29,2818884,10147
29/9/2021,2905863,75623,1231,22,2819624,10616
30/9/2021,2907070,75650,1207,27,2820324,11096
1/10/2021,2908432,75666,1362,16,2820948,11818
2/10/2021,2909776,75689,1344,23,2821729,12358
3/10/2021,2910865,75695,1089,6,2822247,12923
4/10/2021,2911551,75695,686,0,2822602,13254
5/10/2021,2912877,75741,1326,46,2823311,13825
6/10/2021,2914962,75774,2085,33,2824147,15041
7/10/2021,2916968,75803,2006,29,2825087,16078
8/10/2021,2918862,75835,1894,32,2825871,17156
9/10/2021,2920874,75864,2012,29,2826756,18254
10/10/2021,2922401,75869,1527,5,2827370,19162
11/10/2021,2923307,75869,906,0,2827787,19651
12/10/2021,2925425,75918,2118,49,2828763,20744
13/10/2021,2928064,75958,2639,40,2829945,22161
14/10/2021,2931063,76018,2999,60,2831112,23933
15/10/2021,2933833,76067,2770,49,2832414,25352
16/10/2021,2937067,76111,3234,44,2833709,27247
17/10/2021,2939589,76112,2522,1,2834754,28723
18/10/2021,2941125,76115,1536,3,2835439,29571
19/10/2021,2945057,76179,3932,64,2836762,32116
20/10/2021,2950615,76254,5558,75,2838783,35578
21/10/2021,2956217,76300,5602,46,2840714,39203
22/10/2021,2961926,76359,5709,59,2842562,43005
23/10/2021,2968199,76434,6273,75,2844515,47250
24/10/2021,2972930,76447,4731,13,2845967,50516
25/10/2021,2975878,76447,2948,0,2846860,52571
26/10/2021,2982148,76539,6270,92,2848978,56631
27/10/2021,2990513,76672,8365,133,2851525,62316
28/10/2021,2998907,76773,8394,101,2854391,67743
29/10/2021,3008302,76875,9395,102,2857060,74367
30/10/2021,3018102,76990,9800,115,2860192,80920
31/10/2021,3025257,76999,7155,9,2862599,85659
1/11/2021,3030154,77012,4897,13,2864126,89016
2/11/2021,3034673,77021,4519,9,2868045,89607
3/11/2021,3045098,77145,10425,124,2873594,94359
4/11/2021,3060614,77395,15516,250,2879072,104147
5/11/2021,3076523,77547,15909,152,2884531,114445
6/11/2021,3091727,77733,15204,186,2890652,123342
7/11/2021,3104218,77757,12491,24,2895197,131264
8/11/2021,3111535,77760,7317,3,2898121,135654
9/11/2021,3125175,77981,13640,221,2904388,142806
10/11/2021,3143730,78250,18555,269,2912532,152948
11/11/2021,3162804,78524,19074,274,2920657,163623
12/11/2021,3175775,78555,12971,31,2929778,167442
13/11/2021,3190067,78821,14292,266,2939547,171699
14/11/2021,3204511,78867,14444,46,2946436,179208
15/11/2021,3214044,78879,9533,12,2951287,183878
16/11/2021,3230636,79161,16592,282,2955794,195681
17/11/2021,3254905,79624,24269,463,2965937,209344
18/11/2021,3279804,79996,24899,372,2980990,218818
19/11/2021,3303050,80399,23246,403,2996527,226124
20/11/2021,3326505,80781,23455,382,3011328,234396
21/11/2021,3345429,80822,18924,41,3023437,241170
22/11/2021,3357762,80830,12333,8,3030713,246219
23/11/2021,3377749,81228,19987,398,3044345,252176
24/11/2021,3406144,81689,28395,461,3062502,261953
25/11/2021,3434331,82186,28187,497,3081115,271030
26/11/2021,3461072,82608,26741,422,3093589,284875
27/11/2021,3487252,82986,26180,378,3107459,296807
28/11/2021,3507846,83037,20594,51,3121525,303284
29/11/2021,3520987,83057,13141,20,3131007,306923
30/11/2021,3540073,83583,19086,526,3147579,308911
1/12/2021,3569135,84154,29062,571,3171322,313659
2/12/2021,3596487,84656,27352,502,3195650,316181
3/12/2021,3623451,85128,26964,472,3218394,319929
4/12/2021,3649032,85630,25581,502,3241377,322025
5/12/2021,3671421,85675,22389,45,3259799,325947
6/12/2021,3684674,85701,13253,26,3272087,326886
7/12/2021,3704047,86204,19373,503,3292048,325795
